danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,liveness,track_name,artists,track_genre,cluster,segment_name
0.276,0.989,0.249,173.993,0.00086,0.847,-0.812,0.0667,0.172,That Feeling,Bensley,drum-and-bass,1,Electronic Instrumentals
0.579,0.947,0.398,173.988,0.000465,0.915,-1.682,0.0723,0.1,The Light,TC;Metrik,drum-and-bass,1,Electronic Instrumentals
0.716,0.931,0.2,85.995,0.000412,0.67,-4.05,0.209,0.327,M.I.R.,Ulterior Motive,drum-and-bass,1,Electronic Instrumentals
0.285,0.867,0.0378,173.818,0.0101,0.000269,-3.65,0.0465,0.0887,Confide,Technimatic;A Little Sound,drum-and-bass,5,High Energy Rock & Metal
0.627,0.756,0.272,173.995,0.00228,0.662,-2.454,0.0601,0.101,In My Mind,Document One;Levela,drum-and-bass,1,Electronic Instrumentals
0.489,0.977,0.155,116.011,0.0386,0.027,-0.938,0.0827,0.291,Physio,Shimon;Darrison,drum-and-bass,5,High Energy Rock & Metal
0.788,0.466,0.295,85.036,0.0229,0.00115,-7.811,0.131,0.161,Ish Chat,SpectraSoul,drum-and-bass,4,Feel Good Dance & Urban
0.589,0.965,0.313,175.966,0.000206,0.799,-1.368,0.0598,0.11,Baddest DJ,Dr Meaker;Voltage,drum-and-bass,1,Electronic Instrumentals
0.715,0.737,0.582,98.966,0.107,0.000312,-5.623,0.0977,0.34,Feelings,SHY FX;T. Power,drum-and-bass,4,Feel Good Dance & Urban
0.687,0.942,0.45,171.981,0.00127,0.681,-4.393,0.0735,0.0842,Jungle Jam,Ulterior Motive,drum-and-bass,1,Electronic Instrumentals
0.615,0.855,0.256,87.011,0.00255,0.0499,-5.053,0.0501,0.214,A Thousand Times,Redeyes;[ K S R ],drum-and-bass,5,High Energy Rock & Metal
0.524,0.993,0.45,175.033,0.0351,0.476,-1.344,0.0903,0.391,Jungle Demon,Turno,drum-and-bass,5,High Energy Rock & Metal
0.535,0.884,0.303,172.995,0.000975,0.0797,-3.711,0.0488,0.129,The Beat Don't Feel The Same - DNB Remix,High Contrast;Boy Matthews,drum-and-bass,5,High Energy Rock & Metal
0.365,0.852,0.261,174.027,0.00253,0.0524,-4.735,0.0637,0.295,Carry Me Home / Never Learnt,Redeyes;Victor Gould;Juga-Naut,drum-and-bass,5,High Energy Rock & Metal
0.611,0.83,0.192,169.662,0.00853,0.0803,-3.329,0.107,0.119,I Got You (feat. Tyler Daley),SHY FX;Breakage;Break;Tyler Daley,drum-and-bass,5,High Energy Rock & Metal
0.577,0.926,0.789,164.914,5.02e-05,0.906,-5.925,0.0553,0.583,Deadly Deep Subs (Remix) [2015 Remaster],Dillinja,drum-and-bass,1,Electronic Instrumentals
0.476,0.805,0.113,174.023,0.00152,0.924,-6.867,0.0376,0.181,Exploration,Utah Jazz,drum-and-bass,1,Electronic Instrumentals
0.273,0.76,0.0348,86.982,0.00714,0.703,-5.524,0.0424,0.105,Oslo,Logistics,drum-and-bass,1,Electronic Instrumentals
0.631,0.898,0.854,165.806,0.0453,0.00124,-11.435,0.104,0.182,Stamina - 94 Dub Plate,Congo Natty;Conquering Lion;Buju Banton,drum-and-bass,4,Feel Good Dance & Urban
0.743,0.485,0.475,168.753,0.00158,0.912,-16.069,0.12,0.0928,Medicine (Matrix Remix) - 2017 Remaster,Ed Rush;Optical;Matrix,drum-and-bass,1,Electronic Instrumentals
0.614,0.971,0.741,173.999,0.000112,0.0808,-3.827,0.172,0.426,Get Ill,Ed Rush;Optical;The Scratch Perverts;MC Ryme Tyme,drum-and-bass,5,High Energy Rock & Metal
0.624,0.876,0.322,149.982,0.00955,0.818,-7.885,0.0426,0.0992,The Ansaphone,Jonny L,drum-and-bass,1,Electronic Instrumentals
0.719,0.983,0.873,160.873,0.00244,0.765,-6.541,0.0709,0.295,11.55,Roni Size;DJ Die,drum-and-bass,1,Electronic Instrumentals
0.604,0.861,0.207,174.929,0.000113,0.279,-3.777,0.11,0.187,Snaggletooth,Ed Rush;Optical,drum-and-bass,5,High Energy Rock & Metal
0.473,0.875,0.0984,173.963,0.00452,0.00713,-3.978,0.0409,0.0867,Better Times Are Coming - Keeno Remix,Fred V & Grafix;Josie,drum-and-bass,5,High Energy Rock & Metal
0.59,0.948,0.48,177.949,0.0397,0.0261,-2.559,0.156,0.114,Feelings - Incognito Remix,SHY FX;T. Power,drum-and-bass,5,High Energy Rock & Metal
0.519,0.939,0.713,176.992,0.0114,0.362,-2.52,0.0482,0.127,Jungle Jazz,Peshay,drum-and-bass,5,High Energy Rock & Metal
0.67,0.905,0.739,172.998,0.000314,0.844,-0.782,0.0679,0.101,Night Flight (Shimon Remix),Shimon;Andy C,drum-and-bass,1,Electronic Instrumentals
0.561,0.906,0.155,130.038,0.00333,0.0458,-3.109,0.0324,0.118,Who's Loving You - Pt. 1,High Contrast;Clare Maguire,drum-and-bass,5,High Energy Rock & Metal
0.499,0.929,0.0356,174.992,3.17e-05,0.566,-3.804,0.0398,0.588,Once,Congo Natty;FLeCK,drum-and-bass,5,High Energy Rock & Metal
0.545,0.952,0.527,178.007,0.00244,0.0377,-8.133,0.125,0.267,Red Mist - VIP,Danny Byrd,drum-and-bass,5,High Energy Rock & Metal
0.479,0.898,0.0394,174.002,0.00112,0.0703,-4.475,0.0452,0.373,Finish Line,Logistics;Zara Kershaw,drum-and-bass,5,High Energy Rock & Metal
0.628,0.83,0.122,87.487,0.00643,0.925,-5.79,0.0419,0.0737,Starlet - Phil Tangent Remix,Hybrid Minds;Mimi Page;Phil Tangent,drum-and-bass,1,Electronic Instrumentals
0.644,0.91,0.918,176.011,0.00706,0.0124,-6.504,0.0547,0.535,Take My Love For Granted,Ed Solo;Stickybuds,drum-and-bass,4,Feel Good Dance & Urban
0.662,0.96,0.809,170.012,0.0144,0.532,-3.118,0.115,0.0623,No Fear,The Ganja Kru,drum-and-bass,4,Feel Good Dance & Urban
0.523,0.696,0.386,140.04,0.00876,0.000933,-9.044,0.0353,0.196,Time - Kev Willow Remix,Chase & Status;Delilah;Kev Willow,drum-and-bass,5,High Energy Rock & Metal
0.75,0.693,0.83,129.034,0.000402,0.0269,-8.963,0.087,0.0904,Hold It Down - Bugz In The Attic's Co-Operative Mix,4hero,drum-and-bass,4,Feel Good Dance & Urban
0.37,0.925,0.119,174.998,0.000716,0.000302,-3.935,0.0436,0.142,Colours,Maduk;Diamond Eyes,drum-and-bass,5,High Energy Rock & Metal
0.649,0.849,0.708,166.817,0.12,0.712,-6.559,0.0485,0.355,Digital,Roni Size,drum-and-bass,1,Electronic Instrumentals
0.487,0.98,0.42,174.985,0.00135,0.902,-3.219,0.145,0.315,Gangster,Mampi Swift,drum-and-bass,1,Electronic Instrumentals
0.431,0.922,0.207,173.984,0.00391,1.18e-05,-3.149,0.0395,0.104,Go,Maduk;Lachi,drum-and-bass,5,High Energy Rock & Metal
0.59,0.955,0.0588,174.993,0.00337,0.845,-3.399,0.205,0.35,Abyss - VIP,The Prototypes,drum-and-bass,1,Electronic Instrumentals
0.857,0.978,0.855,164.969,0.246,1.44e-05,-6.212,0.233,0.149,Incredible,M-Beat;General Levy,drum-and-bass,4,Feel Good Dance & Urban
0.661,0.964,0.673,174.982,0.000693,0.105,-3.311,0.069,0.0153,When I Was a Yout - Ed Solo Remix,Ed Solo;Skool Of Thought,drum-and-bass,5,High Energy Rock & Metal
0.673,0.734,0.391,87.03,0.000331,0.0,-2.864,0.211,0.354,Little Things,Sigma;Queen Millz,drum-and-bass,4,Feel Good Dance & Urban
0.405,0.917,0.194,174.045,0.000173,0.115,-3.03,0.0357,0.132,Gravity,Metrik,drum-and-bass,5,High Energy Rock & Metal
0.374,0.957,0.0398,174.003,2.79e-05,0.147,-2.357,0.0712,0.105,Ghost,Delta Heavy,drum-and-bass,5,High Energy Rock & Metal
0.484,0.803,0.19,173.974,0.00909,1.42e-06,-4.539,0.0462,0.161,Climbing The Walls,Fred V;Paul Dowling,drum-and-bass,5,High Energy Rock & Metal
0.409,0.924,0.194,173.999,0.00233,0.06,-2.645,0.0484,0.0989,Good to Me,Friction,drum-and-bass,5,High Energy Rock & Metal
0.409,0.991,0.17,173.948,0.000333,8.98e-05,-2.241,0.334,0.0838,Take It Back,The Qemists;Enter Shikari,drum-and-bass,5,High Energy Rock & Metal
0.518,0.961,0.329,150.022,0.000125,0.204,-2.077,0.0321,0.0797,Here with Me (feat. Modestep),Delta Heavy;Modestep,drum-and-bass,5,High Energy Rock & Metal
0.525,0.934,0.185,173.979,0.00151,0.85,-3.918,0.0604,0.0828,Boomshaka,René LaVice;Danny Byrd,drum-and-bass,1,Electronic Instrumentals
0.526,0.783,0.138,173.972,0.00499,0.0,-3.681,0.0376,0.136,All For You,Wilkinson;Karen Harding,drum-and-bass,5,High Energy Rock & Metal
0.455,0.863,0.344,172.995,0.000524,0.274,-3.259,0.116,0.171,Come Alive,Netsky,drum-and-bass,5,High Energy Rock & Metal
0.396,0.991,0.0625,173.982,0.000131,0.5,-2.846,0.0866,0.502,Solar,Metrik,drum-and-bass,5,High Energy Rock & Metal
0.602,0.823,0.0998,174.939,0.0376,0.000587,-6.066,0.0527,0.173,Therapy,DJ Zinc;Charlotte Haining,drum-and-bass,5,High Energy Rock & Metal
0.516,0.941,0.18,86.997,0.00716,0.00811,-2.954,0.0374,0.146,Native,Loadstar,drum-and-bass,5,High Energy Rock & Metal
0.832,0.865,0.44,89.001,0.0238,5.26e-06,-1.512,0.121,0.0632,Lumberjackin' - Vocal Mix,Serum;Inja,drum-and-bass,4,Feel Good Dance & Urban
0.427,0.851,0.0974,174.03,0.0202,0.877,-3.835,0.039,0.122,Don't Wait For Me - GLXY Remix,Whiney;GLXY,drum-and-bass,1,Electronic Instrumentals
0.512,0.888,0.113,174.057,3.4e-05,0.76,-5.657,0.0601,0.23,Sanctuary,Nu:Logic,drum-and-bass,1,Electronic Instrumentals
0.384,0.851,0.174,174.05,0.00125,0.91,-5.412,0.0348,0.0811,Kosa,Makoto;Keeno,drum-and-bass,1,Electronic Instrumentals
0.667,0.747,0.59,75.028,0.0333,0.00112,-6.665,0.122,0.362,"The Island, Pt. 1 (Dawn) - Skrillex Remix",Pendulum;Skrillex,drum-and-bass,4,Feel Good Dance & Urban
0.598,0.866,0.0953,172.035,0.00433,0.864,-4.139,0.0474,0.221,Souled Out,Nu:Tone,drum-and-bass,1,Electronic Instrumentals
0.687,0.986,0.345,175.329,0.253,0.00182,0.398,0.502,0.0527,Hillbilly,Serum,drum-and-bass,5,High Energy Rock & Metal
0.691,0.789,0.544,87.501,0.000268,0.883,-5.732,0.0454,0.39,Mr Right On - Remastered,Calibre,drum-and-bass,1,Electronic Instrumentals
0.51,0.896,0.325,171.745,0.00286,0.00177,-4.717,0.0426,0.113,Spread Love,Makoto;Pete Simpson,drum-and-bass,5,High Energy Rock & Metal
0.531,0.977,0.197,174.001,0.00048,0.889,-4.602,0.0776,0.235,Balaclava,Nu:Tone,drum-and-bass,1,Electronic Instrumentals
0.576,0.896,0.272,86.509,0.000219,0.00127,-3.619,0.086,0.081,Out Of This World - D Kay Remix,London Elektricity,drum-and-bass,5,High Energy Rock & Metal
0.535,0.959,0.579,173.975,6.11e-05,0.746,-2.891,0.0609,0.061,Tearing Me Apart,Hugh Hardie;Kyan,drum-and-bass,1,Electronic Instrumentals
0.409,0.903,0.561,173.996,6.06e-06,0.796,-3.801,0.0506,0.0805,Engine Room,Metrik,drum-and-bass,1,Electronic Instrumentals
0.574,0.812,0.216,134.934,0.0595,0.0,-4.061,0.05,0.128,Find Me,Sigma;Birdy,drum-and-bass,5,High Energy Rock & Metal
0.474,0.869,0.195,86.999,0.00101,0.885,-5.331,0.0367,0.108,Golden,Commix,drum-and-bass,1,Electronic Instrumentals
0.615,0.955,0.107,174.026,0.00249,0.57,-2.489,0.149,0.15,Microbots,Neonlight,drum-and-bass,1,Electronic Instrumentals
0.613,0.744,0.424,174.962,0.00272,0.938,-7.652,0.0554,0.16,Rose - Original Mix,Calibre,drum-and-bass,1,Electronic Instrumentals
0.419,0.82,0.155,174.997,0.000557,0.617,-6.928,0.0371,0.668,This Time Last Year,Pola & Bryson,drum-and-bass,1,Electronic Instrumentals
0.543,0.913,0.0878,174.003,0.00123,0.593,-4.384,0.0475,0.0835,Impossible To Say - Etherwood Remix,London Elektricity;Pete Simpson;Etherwood,drum-and-bass,1,Electronic Instrumentals
0.579,0.737,0.0756,87.508,0.00243,0.00379,-4.254,0.041,0.491,Back In Action (Mixed),Whiney;Slay,drum-and-bass,5,High Energy Rock & Metal
0.533,0.864,0.448,174.988,0.00576,0.791,-6.359,0.0448,0.169,Wicked Ways,Bachelors of Science;Brooklyn,drum-and-bass,1,Electronic Instrumentals
0.397,0.948,0.039,88.012,0.000521,0.65,-2.663,0.14,0.0957,Acid Rain - Original Mix,DJ Fresh,drum-and-bass,1,Electronic Instrumentals
0.631,0.877,0.373,172.033,0.00223,0.000387,-4.818,0.14,0.112,Go fi dem,Congo Natty;Izachar;Junior Baptist,drum-and-bass,5,High Energy Rock & Metal
0.404,0.952,0.0381,173.991,0.00559,0.882,-3.251,0.0446,0.137,The Future,Friction;Turno,drum-and-bass,1,Electronic Instrumentals
0.515,0.879,0.106,175.005,6.79e-05,0.673,-7.736,0.0596,0.134,New Day Come,Shapeshifter,drum-and-bass,1,Electronic Instrumentals
0.686,0.931,0.251,87.435,0.134,0.305,-0.689,0.0638,0.345,Catch The Pigeon,Serum;Pleasure,drum-and-bass,5,High Energy Rock & Metal
0.397,0.966,0.642,174.008,0.00102,0.108,-5.837,0.0483,0.638,When The Sun Goes Down - Origin Unknown Mix,Adam F;Fresh;Origin Unknown,drum-and-bass,5,High Energy Rock & Metal
0.413,0.94,0.173,174.997,0.000327,0.192,-2.468,0.045,0.152,Second Skin,Loadstar,drum-and-bass,5,High Energy Rock & Metal
0.411,0.985,0.377,174.008,0.0133,0.0102,-1.025,0.0461,0.118,Pull Me Under,Dimension,drum-and-bass,5,High Energy Rock & Metal
0.558,0.919,0.127,173.99,0.00459,0.399,-1.476,0.159,0.0881,Gravitate - Technique Summer 2017 Album Sampler,Tantrum Desire,drum-and-bass,5,High Energy Rock & Metal
0.603,0.989,0.433,85.999,0.0167,0.323,-3.845,0.0876,0.54,Mind Overload,Ram Trilogy,drum-and-bass,3,Live & World Music
0.538,0.88,0.0495,173.067,0.00373,0.7,-3.863,0.0823,0.139,Angel Field,Dawn Wall,drum-and-bass,1,Electronic Instrumentals
0.557,0.898,0.482,171.99,0.0273,0.000103,-2.452,0.0738,0.362,Different Way - Murdock's Every Man Do His Jungle Mix,Murdock;Errol Dunkley,drum-and-bass,5,High Energy Rock & Metal
0.624,0.938,0.129,87.006,0.00194,0.201,-1.026,0.06,0.0916,I Can Never Get Enough,Drumsound & Bassline Smith,drum-and-bass,5,High Energy Rock & Metal
0.537,0.895,0.678,173.973,0.00347,0.333,-4.47,0.0539,0.0803,Find Your Love,Flowidus,drum-and-bass,5,High Energy Rock & Metal
0.564,0.953,0.066,140.013,0.0527,0.00532,-4.105,0.0575,0.579,Clap Your Hands - Dubstep Mix,Drumsound & Bassline Smith,drum-and-bass,5,High Energy Rock & Metal
0.491,0.914,0.535,177.224,0.0055,0.0893,-5.425,0.0637,0.194,Esfera - Cosmonautics Remix,DJ Patife,drum-and-bass,5,High Energy Rock & Metal
0.57,0.672,0.148,172.002,0.00459,0.266,-8.276,0.0537,0.0877,Figure It Out,Kanine;Anna Rickards,drum-and-bass,5,High Energy Rock & Metal
0.405,0.957,0.0779,173.985,0.0343,0.142,-1.318,0.0627,0.0988,Generator,Dimension,drum-and-bass,5,High Energy Rock & Metal
0.444,0.955,0.396,173.991,0.0151,0.0114,-2.427,0.0374,0.686,Love To Me,Dimension,drum-and-bass,5,High Energy Rock & Metal
0.414,0.822,0.19,149.457,0.00603,0.000393,-3.29,0.043,0.12,Here with Me (feat. Modestep) (Clockvice Remix),Delta Heavy;Modestep;Clockvice,drum-and-bass,5,High Energy Rock & Metal
0.708,0.827,0.0822,87.469,0.0364,0.0187,-4.03,0.114,0.357,Equinox,Annix;Rider Shafique,drum-and-bass,5,High Energy Rock & Metal
0.456,0.987,0.306,173.971,0.0134,0.0273,-0.756,0.0887,0.0469,Devotion (ft. Cameron Hayes),Dimension;Cameron Hayes,drum-and-bass,5,High Energy Rock & Metal
0.566,0.686,0.147,85.972,0.0103,0.000102,-5.879,0.0331,0.0987,Hold On,Netsky;Becky Hill,drum-and-bass,5,High Energy Rock & Metal
0.512,0.683,0.122,102.89,0.402,0.929,-7.705,0.05,0.228,UK Border Patrol,Dimension,drum-and-bass,1,Electronic Instrumentals
0.607,0.84,0.451,174.038,0.00834,0.00109,-2.14,0.0492,0.353,Bad Luck,René LaVice;Jess Young,drum-and-bass,5,High Energy Rock & Metal
0.395,0.869,0.0367,175.035,0.00954,0.873,-6.323,0.0401,0.0656,Nocturne,Keeno,drum-and-bass,1,Electronic Instrumentals
0.462,0.943,0.685,174.023,0.0516,0.000118,-1.288,0.0401,0.203,Magnetic Eyes - Radio Edit,Matrix & Futurebound;Baby Blue,drum-and-bass,5,High Energy Rock & Metal
0.505,0.926,0.805,173.996,0.272,0.00315,-2.44,0.0491,0.0443,All I Know - M&F's Rolling Out Radio Mix,Matrix & Futurebound;Luke Bingham,drum-and-bass,5,High Energy Rock & Metal
0.497,0.904,0.811,174.017,0.217,0.0336,-2.564,0.0504,0.073,All I Know - Rolling Out DJ Mix,Matrix;Futurebound;Luke Bingham,drum-and-bass,5,High Energy Rock & Metal
0.485,0.925,0.541,174.973,0.000175,0.782,-3.798,0.0441,0.273,Everything I Do,J Majik,drum-and-bass,1,Electronic Instrumentals
0.397,0.978,0.392,170.025,0.000577,0.9,-2.837,0.0684,0.155,Mr. Nobody,S.P.Y,drum-and-bass,1,Electronic Instrumentals
0.52,0.995,0.881,175.951,0.000894,0.119,-2.855,0.0825,0.32,Soul Patrol,Total Science;MC Conrad,drum-and-bass,5,High Energy Rock & Metal
0.696,0.899,0.0807,127.993,0.00543,0.745,-3.72,0.0441,0.122,Gold Dust - Marten Hørger Remix,DJ Fresh;Marten Hørger,drum-and-bass,1,Electronic Instrumentals
0.424,0.92,0.354,173.964,0.000301,0.224,-5.264,0.0512,0.0935,What You Need,Makoto;Vonné,drum-and-bass,5,High Energy Rock & Metal
0.692,0.843,0.159,172.075,0.000138,0.801,-6.031,0.0967,0.12,Got My Mind Made Up,Lenzman,drum-and-bass,1,Electronic Instrumentals
0.673,0.816,0.28,84.974,0.254,0.00906,-5.067,0.107,0.073,Plantain & Champagne - Lenzman Remix,Lenzman;KinKai;Saffron Grace,drum-and-bass,4,Feel Good Dance & Urban
0.68,0.937,0.561,174.038,0.00716,0.349,-2.572,0.154,0.144,The Last Light,Alix Perez;Ivy Lab,drum-and-bass,5,High Energy Rock & Metal
0.464,0.896,0.189,86.913,0.285,0.0366,-6.219,0.0419,0.0936,I Don't Wanna Wake Up,Makoto;Karina Ramage,drum-and-bass,5,High Energy Rock & Metal
0.669,0.867,0.679,87.495,0.000421,0.874,-4.352,0.0521,0.0379,Lazy Dub,Lenzman,drum-and-bass,1,Electronic Instrumentals
0.548,0.951,0.367,131.995,0.000272,0.832,-5.464,0.0415,0.302,Out Here,Pendulum,drum-and-bass,1,Electronic Instrumentals
0.327,0.987,0.252,173.844,0.000316,0.777,-2.392,0.536,0.699,Footpath,InsideInfo;Mefjus;The Upbeats,drum-and-bass,3,Live & World Music
0.426,0.975,0.0693,171.985,0.00031,0.598,-2.644,0.0552,0.186,Empty Promise,Lenzman,drum-and-bass,5,High Energy Rock & Metal
0.561,0.883,0.568,175.128,0.000229,0.389,-1.048,0.0763,0.315,Charged,Kanine,drum-and-bass,5,High Energy Rock & Metal
0.383,0.924,0.239,173.088,0.000374,0.379,-4.307,0.0432,0.214,Love Has Gone,Netsky,drum-and-bass,5,High Energy Rock & Metal
0.322,0.942,0.0825,174.13,0.000205,0.000108,-2.817,0.137,0.159,Come Together,Murdock;Pat Fulgoni,drum-and-bass,5,High Energy Rock & Metal
0.483,0.804,0.261,174.086,0.000154,0.401,-3.954,0.0344,0.0302,Masquerade,Lenzman,drum-and-bass,5,High Energy Rock & Metal
0.798,0.993,0.579,87.505,0.000408,0.168,-1.193,0.145,0.306,Detonate,Kanine,drum-and-bass,4,Feel Good Dance & Urban
0.487,0.825,0.243,166.119,0.00129,0.682,-9.444,0.0485,0.0782,Pure Remix,Big Bud,drum-and-bass,1,Electronic Instrumentals
0.465,0.977,0.36,157.906,0.00118,0.912,-8.521,0.0657,0.0872,Surfing The Anxiety Waves (Mixed),BOP,drum-and-bass,1,Electronic Instrumentals
0.465,0.873,0.621,81.199,0.0206,2.36e-05,-3.461,0.406,0.109,Kingpin - Rockwell Remix,Friction;Skream;Scrufizzer;P Money;Riko Dan,drum-and-bass,4,Feel Good Dance & Urban
0.689,0.861,0.0302,171.974,0.000883,0.713,-3.333,0.0873,0.276,The Raven,Alix Perez,drum-and-bass,1,Electronic Instrumentals
0.302,0.768,0.0317,172.857,0.000928,0.033,-2.081,0.0494,0.0922,Part of Me (feat. BullySongs),René LaVice;BullySongs,drum-and-bass,5,High Energy Rock & Metal
0.508,0.953,0.0396,172.134,0.000201,0.697,-1.396,0.0824,0.0995,Mantra,Noisia,drum-and-bass,1,Electronic Instrumentals
0.702,0.773,0.0621,127.0,0.0118,0.889,-10.286,0.0379,0.125,Rift Valley,Goldie;James Davidson;Subjective;Terri Walker,drum-and-bass,1,Electronic Instrumentals
0.82,0.923,0.758,175.083,0.000181,0.0261,-1.075,0.318,0.361,Switch,Kanine,drum-and-bass,4,Feel Good Dance & Urban
0.432,0.969,0.218,174.031,2.92e-05,0.00768,-3.131,0.0599,0.385,Witchcraft,Pendulum,drum-and-bass,5,High Energy Rock & Metal
0.552,0.985,0.208,174.135,0.00113,0.367,-2.302,0.134,0.131,Fun House,Delta Heavy,drum-and-bass,5,High Energy Rock & Metal
0.548,0.924,0.66,174.089,0.00039,0.669,-4.124,0.0832,0.295,911,Netsky,drum-and-bass,1,Electronic Instrumentals
0.764,0.893,0.469,87.514,4.07e-05,0.641,-1.128,0.243,0.319,Invincible - VIP,Kanine,drum-and-bass,1,Electronic Instrumentals
0.89,0.829,0.827,140.011,0.00257,0.00286,-4.521,0.252,0.943,More Ratatatin - London Bars Vol. II,Chase & Status;Giggs,drum-and-bass,3,Live & World Music
0.46,0.863,0.341,173.004,0.000524,0.28,-3.259,0.13,0.171,Come Alive,Netsky,drum-and-bass,5,High Energy Rock & Metal
0.446,0.9,0.421,173.943,0.142,1.86e-06,-3.212,0.0359,0.432,This Time,Matrix & Futurebound;James Walsh,drum-and-bass,5,High Energy Rock & Metal
0.446,0.674,0.12,173.97,0.0156,0.00545,-7.07,0.0751,0.186,Futures,Shapeshifter,drum-and-bass,5,High Energy Rock & Metal
0.444,0.799,0.0383,175.01,0.00461,0.669,-6.65,0.0423,0.106,Etchings On A Glass Heart,Keeno;Alice Gasson,drum-and-bass,1,Electronic Instrumentals
0.458,0.974,0.0396,174.031,0.000471,0.835,-3.604,0.0463,0.199,Mystery Machine,Matrix & Futurebound,drum-and-bass,1,Electronic Instrumentals
0.653,0.723,0.78,159.017,0.0149,0.619,-14.518,0.0806,0.0485,Maximum Style (Lover To Lover),Tom & Jerry,drum-and-bass,1,Electronic Instrumentals
0.536,0.799,0.0521,121.963,0.0287,0.00197,-5.08,0.052,0.932,Into The Night,NERO,drum-and-bass,3,Live & World Music
0.263,0.99,0.266,150.137,0.000128,0.123,-1.596,0.539,0.27,Evil Inside,Dirtyphonics;Bossfight,drum-and-bass,5,High Energy Rock & Metal
0.812,0.666,0.795,79.968,0.419,0.103,-6.878,0.131,0.236,Soon Come,SHY FX;Liam Bailey,drum-and-bass,4,Feel Good Dance & Urban
0.514,0.961,0.202,172.005,0.00232,0.0158,-1.675,0.0763,0.334,All Night,Bensley,drum-and-bass,5,High Energy Rock & Metal
0.536,0.786,0.0386,86.999,0.0315,1.96e-05,-3.718,0.0307,0.111,Lakota,Technimatic;A Little Sound,drum-and-bass,5,High Energy Rock & Metal
0.457,0.759,0.0391,174.01,0.00115,0.345,-4.117,0.032,0.113,Downpour,Fred V & Grafix,drum-and-bass,5,High Energy Rock & Metal
0.423,0.912,0.261,174.021,0.0032,0.00343,-5.271,0.0478,0.209,Out The Blue,Sub Focus;Alice Gold,drum-and-bass,5,High Energy Rock & Metal
0.838,0.737,0.799,130.024,0.00138,0.897,-5.094,0.155,0.123,Gammy Elbow,DJ Zinc;Chris Lorenzo,drum-and-bass,1,Electronic Instrumentals
0.502,0.969,0.502,174.025,0.00782,0.00917,-1.142,0.297,0.33,Step It Up,K Motionz;Comma Dee,drum-and-bass,5,High Energy Rock & Metal
0.455,0.849,0.129,172.015,0.000514,0.00227,-4.181,0.0372,0.223,Show Some Love - TC VIP Mix,TC;Little Grace,drum-and-bass,5,High Energy Rock & Metal
0.449,0.906,0.175,174.993,0.00843,0.0011,-5.702,0.0553,0.234,Holding On,Technimatic;Matt Wilson,drum-and-bass,5,High Energy Rock & Metal
0.518,0.912,0.641,174.979,0.0151,0.000184,-2.872,0.0483,0.0644,Good Vibrations,Peshay;Abbie Adi,drum-and-bass,5,High Energy Rock & Metal
0.518,0.964,0.559,175.035,0.000436,0.0195,-2.029,0.0877,0.637,Follow Me - Blanke Remix,ShockOne;Blanke,drum-and-bass,3,Live & World Music
0.641,0.473,0.281,174.025,0.0557,0.906,-5.346,0.0677,0.153,All Black,Ownglow,drum-and-bass,1,Electronic Instrumentals
0.516,0.845,0.249,171.972,0.00209,0.0772,-3.554,0.0885,0.453,Return Of Forever - Camo & Krooked & Mefjus Remix,High Contrast;Camo & Krooked;Mefjus,drum-and-bass,5,High Energy Rock & Metal
0.458,0.981,0.143,173.882,0.0573,0.0363,-1.65,0.0518,0.172,Renaissance (Edit),Culture Shock,drum-and-bass,5,High Energy Rock & Metal
0.349,0.868,0.151,174.163,8.23e-05,0.0,-4.258,0.0519,0.619,Watch It Burn,Camo & Krooked;Ayah Marar,drum-and-bass,5,High Energy Rock & Metal
0.461,0.991,0.706,173.901,0.000364,0.85,-3.483,0.103,0.0966,Clear Skyz - Mixed,DJ Die,drum-and-bass,1,Electronic Instrumentals
0.612,0.808,0.649,174.068,0.00113,0.574,-5.122,0.0769,0.0836,Faded,LSB;DRS,drum-and-bass,1,Electronic Instrumentals
0.687,0.937,0.907,126.961,0.0463,0.00122,-4.102,0.065,0.279,I Want All Your Love,DJ Zinc,drum-and-bass,4,Feel Good Dance & Urban
0.653,0.97,0.342,174.205,0.000434,0.0921,0.165,0.253,0.565,Drop It,Teddy Killerz,drum-and-bass,3,Live & World Music
0.651,0.852,0.401,140.032,0.00361,0.135,-5.27,0.0461,0.383,Like Clockwork,Spor,drum-and-bass,5,High Energy Rock & Metal
0.612,0.68,0.439,173.974,0.00075,0.681,-5.608,0.184,0.134,WKND,Camo & Krooked,drum-and-bass,1,Electronic Instrumentals
0.489,0.984,0.571,174.009,1.59e-05,0.878,-2.493,0.107,0.0829,Pick Pocket,Prolix,drum-and-bass,1,Electronic Instrumentals
0.493,0.674,0.46,88.89,0.0641,0.0081,-8.374,0.0378,0.412,Morning Child - Radio Edit,4hero,drum-and-bass,5,High Energy Rock & Metal
0.32,0.983,0.0467,173.97,3.77e-05,0.832,-1.224,0.0519,0.0888,Vex,Bensley,drum-and-bass,1,Electronic Instrumentals
0.319,0.868,0.0986,174.968,5.42e-05,0.931,-7.217,0.0514,0.197,Heat,Camo & Krooked,drum-and-bass,1,Electronic Instrumentals
0.55,0.919,0.339,174.991,0.0379,0.582,-5.129,0.0448,0.0841,The Chase,Keeno,drum-and-bass,1,Electronic Instrumentals
